ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-0551	Supremacy Pink	Afnan	Mujer	100 ml	EDP	Floral · Oriental · Especiado · Almizclado	17000	Perfume	Ficha verificada	Salida: pimienta rosa y violeta. Corazón: rosa, peony y lirio de los valles (muguete). Fondo: almizcle y ámbar.	img/perfumes/supremacy_pink_mujer_100ml_edp_afnan_80afe14b59.webp	SUPREMACY PINK MUJER 100ML EDP AFNAN
AP-0559	Supremacy Silver	Afnan	Unisex	100 ml	EDP	Sin clasificar	20000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/supremacy_silver_unisex_100ml_edp_afnan_177b37e04a.webp	SUPREMACY SILVER UNISEX 100ML EDP AFNAN
AP-0533	Turathi Electric	Afnan	Unisex	100 ml	EDP	Sin clasificar	22000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/turathi_electric_unisex_100ml_edp_afnan_ebbe130f7e.webp	TURATHI ELECTRIC UNISEX 100ML EDP AFNAN
AP-1576	Prada Love Love	Agatha Ruiz de la Prada	Mujer	100 ml	EDT	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/prada_love_love_mujer_100ml_edt_agatha_ruiz_de_la_prada_622ac5ab03.webp	PRADA LOVE LOVE MUJER 100ML EDT AGATHA RUIZ DE LA PRADA
AP-0499	Al Haramain Belle	Al Haramain	Mujer	75 ml	EDP	Amaderado · Cítrico · Frutal · Gourmand · Almizclado	12000	Perfume	Ficha verificada	Salida: black currant blossom, mandarina y toronja (pomelo). Corazón: melón y chabacano. Fondo: sweet notes, almizcle y sándalo.	img/perfumes/al_haramain_belle_mujer_75ml_edp_al_haramain_14cc7f25cf.webp	AL HARAMAIN BELLE MUJER 75ML EDP AL HARAMAIN
AP-0498	Al Haramain Belle Rouge	Al Haramain	Mujer	75 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand · Almizclado · Verde	12000	Perfume	Ficha verificada	Salida: naranja, toronja (pomelo), pera y mandarina. Corazón: lavanda, jazmín, rosa y durazno (melocotón). Fondo: vainilla, haba tonka, almizcle y vetiver.	img/perfumes/al_haramain_belle_rouge_mujer_75ml_edp_al_haramain_c0e1f11552.webp	AL HARAMAIN BELLE ROUGE MUJER  75ML EDP AL HARAMAIN
AP-0507	Al Haramain Gold Edition Extreme	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	300000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/al_haramain_gold_edition_extreme_unisex_100ml_edp_al_haramain_7bb3ed2a58.webp	AL HARAMAIN GOLD EDITION EXTREME UNISEX 100ML EDP AL HARAMAIN
AP-0502	Al Haramain Signature Blue	Al Haramain	Hombre	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/al_haramain_signature_blue_hombre_100ml_edp_al_haramain_9e9e23f69a.webp	AL HARAMAIN SIGNATURE BLUE HOMBRE 100ML EDP AL HARAMAIN
AP-0503	Amber OUD	Al Haramain	Unisex	120 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	26000	Perfume	Ficha verificada	Salida: rosemary, bergamota, cedro y limón (lima ácida). Corazón: spices, cedro y madera de gaiac. Fondo: resins, ámbar y almizcle.	img/perfumes/amber_oud_unisex_120ml_edp_al_haramain_ce07c21358.webp	AMBER OUD UNISEX 120ML EDP AL HARAMAIN
AP-0504	Amber OUD	Al Haramain	Unisex	200 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	30000	Perfume	Ficha verificada	Salida: rosemary, bergamota, cedro y limón (lima ácida). Corazón: spices, cedro y madera de gaiac. Fondo: resins, ámbar y almizcle.	img/perfumes/amber_oud_unisex_200ml_edp_al_haramain_f22ea09390.webp	AMBER OUD UNISEX 200ML EDP AL HARAMAIN
AP-0515	Amber OUD Aqua Dubai	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	28000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_aqua_dubai_unisex_100ml_edp_al_haramain_f3e481b27d.webp	AMBER OUD AQUA DUBAI UNISEX 100ML EDP AL HARAMAIN
AP-0505	Amber OUD Black	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	25000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_black_unisex_100ml_edp_al_haramain_b52cce2002.webp	AMBER OUD BLACK UNISEX 100ML EDP AL HARAMAIN
AP-0508	Amber OUD Bleu	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	36000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_bleu_unisex_100ml_edp_al_haramain_2824444f4c.webp	AMBER OUD BLEU UNISEX 100ML EDP AL HARAMAIN
AP-0509	Amber OUD Carbon	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_carbon_unisex_100ml_edp_al_haramain_f69e091015.webp	AMBER OUD CARBON UNISEX 100ML EDP AL HARAMAIN
AP-0516	Amber OUD Dubai Night	Al Haramain	Hombre	100 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_dubai_night_hombre_100ml_edp_al_haramain_e0ff7927d6.webp	AMBER OUD DUBAI NIGHT HOMBRE 100ML EDP AL HARAMAIN
AP-0510	Amber OUD Exclusif Emerald	Al Haramain	Hombre	60 ml	EDP	Sin clasificar	35000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_exclusif_emerald_hombre_60ml_edp_al_haramain_63a104782d.webp	AMBER OUD EXCLUSIF EMERALD HOMBRE 60ML EDP AL HARAMAIN
AP-0506	Amber OUD Gold Dubai 75ml EDP	Al Haramain	Unisex	75 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_gold_dubai_75ml_edp_unisex_al_haramain_955efc40ae.webp	AMBER OUD GOLD DUBAI 75ML EDP UNISEX AL HARAMAIN
AP-0512	Amber OUD Rouge	Al Haramain	Unisex	100 ml	EDP	Amaderado · Floral · Oriental · Especiado · Almizclado	32000	Perfume	Ficha verificada	Salida: azafrán. Corazón: jazmín. Fondo: ámbar gris, almizcle y white cedar extract.	img/perfumes/amber_oud_rouge_unisex_100ml_edp_al_haramain_02b1b46b1f.webp	AMBER OUD ROUGE UNISEX 100ML EDP AL HARAMAIN
AP-0513	Amber OUD Rubi	Al Haramain	Unisex	100 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_rubi_unisex_100ml_edp_al_haramain_1ac1b1f670.webp	AMBER OUD RUBI UNISEX 100ML EDP AL HARAMAIN
AP-0511	Amber OUD Ultra Violet	Al Haramain	Unisex	60 ml	EDP	Sin clasificar	32000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_oud_ultra_violet_unisex_60ml_edp_al_haramain_dcab72406b.webp	AMBER OUD ULTRA VIOLET UNISEX 60ML EDP AL HARAMAIN
AP-0514	Amber OUD White Edition	Al Haramain	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Almizclado	32000	Perfume	Ficha verificada	Salida: bergamota y naranja. Corazón: jazmín, rosa, fresia y cyclamen. Fondo: pachulí, almizcle, vetiver y vainilla.	img/perfumes/amber_oud_white_edition_unisex_100ml_edp_al_haramain_20796b1e91.webp	AMBER OUD WHITE EDITION UNISEX 100ML EDP AL HARAMAIN
AP-0520	L Adventure	Al Haramain	Hombre	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: limón (lima ácida), bergamota y elemi. Corazón: notas amaderadas, jazmín y lirio de los valles (muguete). Fondo: almizcle, pachulí y ámbar.	img/perfumes/l_adventure_hombre_100ml_edp_al_haramain_96ebdaa253.webp	L ADVENTURE HOMBRE 100ML EDP AL HARAMAIN
AP-0521	L Adventure	Al Haramain	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Almizclado	16000	Perfume	Ficha verificada	Salida: piña, grosella negra, bergamota y wild berries. Corazón: cedro, fresia y rosa. Fondo: almizcle, sándalo, ámbar y vainilla.	img/perfumes/l_adventure_mujer_100ml_edp_al_haramain_6efb0fb472.webp	L ADVENTURE MUJER 100ML EDP  AL HARAMAIN
AP-0525	L Adventure Blanche	Al Haramain	Unisex	100 ml	EDT	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/l_adventure_blanche_unisex_100ml_edt_al_haramain_6c0c8e21c7.webp	L ADVENTURE BLANCHE UNISEX 100ML EDT AL HARAMAIN
AP-0517	L Adventure Ciel	Al Haramain	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: bergamota, citrus y limón (lima ácida). Corazón: violet leaf, jasmine tea y lavanda. Fondo: sándalo, ámbar gris y almizcle.	img/perfumes/l_adventure_ciel_unisex_100ml_edp_al_haramain_b90eeb0753.webp	L ADVENTURE CIEL UNISEX 100ML EDP AL HARAMAIN
AP-0518	L Adventure Fraiche	Al Haramain	Hombre	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/l_adventure_fraiche_hombre_100ml_edp_al_haramain_c88c17dd39.webp	L ADVENTURE FRAICHE HOMBRE 100ML EDP AL HARAMAIN
AP-0522	L Adventure Gold	Al Haramain	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: bergamota, grosella negra y green leaves. Corazón: lirio de los valles (muguete), ciruela, jazmín y rosa. Fondo: almizcle, vainilla y sándalo.	img/perfumes/l_adventure_gold_mujer_100ml_edp_al_haramain_bbba3bf43c.webp	L ADVENTURE GOLD MUJER 100ML EDP AL HARAMAIN
AP-0524	L Adventure Intense	Al Haramain	Hombre	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: bergamota, limón (lima ácida) y elemi. Corazón: notas amaderadas, jazmín y lirio de los valles (muguete). Fondo: almizcle, ámbar y pachulí.	img/perfumes/l_adventure_intense_hombre_100ml_edp_al_haramain_f5233e3c21.webp	L ADVENTURE INTENSE HOMBRE 100ML EDP AL HARAMAIN
AP-0519	L Adventure Iris	Al Haramain	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Gourmand · Especiado · Almizclado · Verde	16000	Perfume	Ficha verificada	Salida: limón (lima ácida), bergamota, cardamomo y notas verdes. Corazón: iris, aromatic notes, clary sage y jazmín. Fondo: vainilla, ámbar, almizcle y benjuí.	img/perfumes/l_adventure_iris_unisex_100ml_edp_al_haramain_2cbd3121e5.webp	L ADVENTURE IRIS UNISEX 100ML EDP AL HARAMAIN
AP-0523	L Adventure Rose	Al Haramain	Mujer	100 ml	EDP	Cítrico · Floral · Frutal · Oriental · Almizclado	16000	Perfume	Ficha verificada	Salida: rosa, cítricos y bayas rojas. Corazón: rosa y jazmín. Fondo: almizcle y ámbar.	img/perfumes/l_adventure_rose_mujer_100ml_edp_al_haramain_6157221f48.webp	L ADVENTURE ROSE MUJER 100ML EDP AL HARAMAIN
AP-2397	Mini Al Haramain Amber OUD Gold Edition	Al Haramain	Unisex	10 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_al_haramain_amber_oud_gold_edition_10ml_edp_698031a5b2.webp	MINI AL HARAMAIN AMBER OUD GOLD EDITION 10ML EDP
AP-0500	Signature	Al Haramain	Hombre	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/signature_hombre_100ml_edp_al_haramain_5a13041ee5.webp	SIGNATURE HOMBRE 100ML EDP AL HARAMAIN
AP-0501	Signature Rose Gold	Al Haramain	Mujer	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/signature_rose_gold_mujer_100ml_edp_al_haramain_2e2e2f62f4.webp	SIGNATURE ROSE GOLD MUJER 100ML EDP AL HARAMAIN
AP-0047	Blueberry Forest	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/blueberry_forest_unisex_80ml_edp_anfar_0920475b52.webp	BLUEBERRY FOREST UNISEX 80ML EDP ANFAR
AP-0046	Boscotti Truffle	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/boscotti_truffle_unisex_80ml_edp_anfar_ace12edfbf.webp	BOSCOTTI TRUFFLE UNISEX 80ML EDP ANFAR
AP-0045	Cotton Candy	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/cotton_candy_unisex_80ml_edp_anfar_cff5f86ebc.webp	COTTON CANDY UNISEX 80ML EDP ANFAR
AP-0044	Midnight Frost Intense	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/midnight_frost_intense_unisex_80ml_edp_anfar_0272704065.webp	MIDNIGHT FROST INTENSE UNISEX 80ML EDP ANFAR
AP-0043	Midnight Frost Tangerine	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/midnight_frost_tangerine_unisex_80ml_edp_anfar_a23f3dca8d.webp	MIDNIGHT FROST TANGERINE UNISEX 80ML EDP ANFAR
AP-0042	Pistachio Kunafa	Anfar	Unisex	80 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pistachio_kunafa_unisex_80ml_edp_anfar_a8f1b4d52a.webp	PISTACHIO KUNAFA UNISEX 80ML EDP ANFAR
AP-0935	Sophie la Girafe	Angel Cosmetics	Unisex	100 ml	EDT	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sophie_la_girafe_unisex_100ml_edt_angel_cosmetics_d6e20c4326.webp	SOPHIE LA GIRAFE UNISEX 100ML EDT ANGEL COSMETICS
AP-1577	Animal de Animal	Animale	Mujer	100 ml	EDT	Sin clasificar	17500	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/animal_de_animal_mujer_100ml_edt_animale_parliux_f0469f0511.webp	ANIMAL DE ANIMAL MUJER 100ML EDT ANIMALE PARLIUX
AP-1578	Animal Love	Animale	Mujer	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/animal_love_mujer_100ml_edp_animale_parliux_6e1e9f6600.webp	ANIMAL LOVE MUJER 100ML EDP ANIMALE PARLIUX
AP-0955	Animal Sport	Animale	Hombre	100 ml	EDT	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/animal_sport_hombre_100ml_edt_animale_parliux_6951651907.webp	ANIMAL SPORT HOMBRE 100ML EDT ANIMALE PARLIUX
AP-0953	Animale	Animale	Hombre	100 ml	EDT	Sin clasificar	14500	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/animale_hombre_100ml_edt_animale_parliux_428597b8f1.webp	ANIMALE HOMBRE 100ML EDT ANIMALE PARLIUX
AP-0954	Animale	Animale	Hombre	200 ml	EDT	Sin clasificar	19000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/animale_hombre_200ml_edt_animale_parliux_1e5e5a56a0.webp	ANIMALE HOMBRE 200ML EDT ANIMALE PARLIUX
AP-0984	Black Seduction	Antonio Banderas	Hombre	100 ml	EDT	Sin clasificar	11000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/black_seduction_hombre_100ml_edt_antonio_banderas_022f7ddee6.webp	BLACK SEDUCTION HOMBRE 100ML EDT ANTONIO BANDERAS
AP-0985	Black Seduction	Antonio Banderas	Hombre	200 ml	EDT	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/black_seduction_hombre_200ml_edt_antonio_banderas_148da201b5.webp	BLACK SEDUCTION HOMBRE 200ML EDT ANTONIO BANDERAS
AP-0982	Blue Seduction	Antonio Banderas	Hombre	100 ml	EDT	Amaderado · Cítrico · Frutal · Oriental · Especiado · Verde	10000	Perfume	Ficha verificada	Salida: melón, bergamota, menta y grosella negra. Corazón: sea water, manzana verde, cappuccino y cardamomo. Fondo: ámbar y woodsy notes.	img/perfumes/blue_seduction_hombre_100ml_edt_antonio_banderas_0868939ce7.webp	BLUE SEDUCTION HOMBRE 100ML EDT ANTONIO BANDERAS
AP-0983	Blue Seduction	Antonio Banderas	Hombre	200 ml	EDT	Amaderado · Cítrico · Frutal · Oriental · Especiado · Verde	13000	Perfume	Ficha verificada	Salida: melón, bergamota, menta y grosella negra. Corazón: sea water, manzana verde, cappuccino y cardamomo. Fondo: ámbar y woodsy notes.	img/perfumes/blue_seduction_hombre_200ml_edt_antonio_banderas_30a562fb05.webp	BLUE SEDUCTION HOMBRE 200ML EDT ANTONIO BANDERAS
AP-1617	Blue Seduction	Antonio Banderas	Mujer	200 ml	EDT	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/blue_seduction_mujer_200ml_edt_antonio_banderas_648a35332d.webp	BLUE SEDUCTION MUJER 200ML EDT ANTONIO BANDERAS
AP-1616	Blue Seduction	Antonio Banderas	Mujer	80 ml	EDT	Sin clasificar	10000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/blue_seduction_mujer_80ml_edt_antonio_banderas_4545ef7896.webp	BLUE SEDUCTION MUJER 80ML EDT ANTONIO BANDERAS
AP-0997	Diavolo	Antonio Banderas	Hombre	200 ml	EDT	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/diavolo_hombre_200ml_edt_antonio_banderas_539e0a794a.webp	DIAVOLO HOMBRE 200ML EDT ANTONIO BANDERAS
AP-1614	Her Secret Desire	Antonio Banderas	Mujer	80 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Gourmand	10000	Perfume	Ficha verificada	Salida: raspberry y bergamota. Corazón: violeta, orris, indian jasmine y neroli. Fondo: vainilla, sándalo y balsam fir.	img/perfumes/her_secret_desire_mujer_80ml_edt_antonio_banderas_1dd68dacc6.webp	HER SECRET DESIRE MUJER 80ML EDT ANTONIO BANDERAS
AP-1615	Her Secret Night	Antonio Banderas	Mujer	80 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Verde	10000	Perfume	Ficha verificada	Salida: grosella negra, manzana verde, mandarina y limón (lima ácida). Corazón: flor de azahar del naranjo y gardenia. Fondo: haba tonka, pachulí, ámbar y sándalo.	img/perfumes/her_secret_night_mujer_80ml_edt_antonio_banderas_e5573cd4bd.webp	HER SECRET NIGHT MUJER 80ML EDT ANTONIO BANDERAS
AP-1612	Her Secret Pink Absolu	Antonio Banderas	Mujer	80 ml	EDT	Sin clasificar	10000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/her_secret_pink_absolu_mujer_80ml_edt_antonio_banderas_e6fbd6b1b7.webp	HER SECRET PINK ABSOLU MUJER 80ML EDT ANTONIO BANDERAS
AP-1613	Her Secret Temptation	Antonio Banderas	Mujer	80 ml	EDT	Amaderado · Floral · Oriental · Gourmand · Especiado · Almizclado	10000	Perfume	Ficha verificada	Salida: pimienta rosa y neroli. Corazón: iris, rosa y jazmín. Fondo: sugar cane, pachulí, ámbar y almizcle.	img/perfumes/her_secret_temptation_mujer_80ml_edt_antonio_banderas_1b287e0bb8.webp	HER SECRET TEMPTATION MUJER 80ML EDT ANTONIO BANDERAS
